iter	Logloss
127	0.3636599121
128	0.3630883179
129	0.3625935364
130	0.362041748
131	0.361624115
132	0.3612359009
133	0.3609057617
134	0.3604823914
135	0.3601408386
136	0.3597608032
137	0.3595592041
138	0.3590046387
139	0.3585091248
140	0.358178009
141	0.3575598755
142	0.3571499023
143	0.3567413635
144	0.3562240295
145	0.3558184509
146	0.3554310913
147	0.3550756531
148	0.3546977539
149	0.3543684387
150	0.3541177368
151	0.3537558594
152	0.3536101685
153	0.3531541748
154	0.352614563
155	0.3522893066
156	0.3519750366
157	0.3517330933
158	0.3513398132
159	0.3511107788
160	0.3507587891
161	0.3504545288
162	0.3500269165
163	0.3497279663
164	0.3492694092
165	0.3489924927
166	0.3486098633
167	0.3482873535
168	0.3481478271
169	0.3478706055
170	0.3476286926
171	0.3472346191
172	0.3469151001
173	0.3465819397
174	0.3461812744
175	0.345992981
176	0.3457350464
177	0.345460083
178	0.3451515503
179	0.344899231
180	0.344675293
181	0.344359436
182	0.3441744995
183	0.3438574829
184	0.3435767822
185	0.3433223267
186	0.3431009827
187	0.3428731384
188	0.3425806274
189	0.3423809509
190	0.3421766968
191	0.3420107422
192	0.3416818848
193	0.3414006653
194	0.3412189331
195	0.3410383606
196	0.3408888245
197	0.3407705383
198	0.3405838318
199	0.3404403992
200	0.3402648315
201	0.3400466919
202	0.339852417
203	0.3396881104
204	0.3393934937
205	0.3391730957
206	0.3389916687
207	0.3388676147
208	0.3386393433
209	0.3384364624
210	0.3382106934
211	0.3380863342
212	0.3378652649
213	0.337703125
214	0.3375679626
215	0.3373778381
216	0.3372217712
217	0.3370844421
218	0.3369364624
219	0.3367977905
220	0.3366271973
221	0.3365217896
222	0.3363706665
223	0.3362620239
224	0.3361060486
225	0.3359974365
226	0.3358519287
227	0.3356696167
228	0.3354570923
229	0.3353626099
230	0.3351694336
231	0.3350465088
232	0.3348764343
233	0.3347305603
234	0.3346429749
235	0.334512146
236	0.3342915955
237	0.3341480103
238	0.3340365295
239	0.3337906494
240	0.3335765991
241	0.3334262085
242	0.3332541809
243	0.3330969238
244	0.3330063477
245	0.3328564453
246	0.3327019043
247	0.3326241455
248	0.3325462036
249	0.3324264832
250	0.3322929687
251	0.3322120361
252	0.3321069946
253	0.3319659424
254	0.331818634
255	0.331680542
256	0.3315833435
257	0.3314384766
258	0.3312919617
259	0.3311262207
260	0.3310388184
261	0.3308914185
262	0.3307676697
263	0.3306169128
264	0.3304835815
265	0.3303659363
266	0.3302032776
267	0.3300566406
268	0.329927063
269	0.3298433838
270	0.329683075
271	0.3295475464
272	0.3294951782
273	0.3293408813
274	0.3292259521
275	0.3291333618
276	0.3290212097
277	0.3288492432
278	0.3286882935
279	0.3286073914
280	0.3285324402
281	0.328413147
282	0.3282542725
283	0.3281029053
284	0.3279310913
285	0.3278019409
286	0.3276394653
287	0.3275128784
288	0.3274273987
289	0.3273540649
290	0.3272944641
291	0.3271782227
292	0.3270983276
293	0.327026001
294	0.3268923035
295	0.3267862244
296	0.3266613159
297	0.3265838928
298	0.326503418
299	0.3264423218
300	0.3263145142
301	0.3262346191
302	0.3260928345
303	0.3259539795
304	0.3258675232
305	0.325730957
306	0.3256541443
307	0.3255483704
308	0.3254089355
309	0.3252810059
310	0.3251583252
311	0.3250817261
312	0.324975708
313	0.3249060059
314	0.3247478638
315	0.3246494446
316	0.3245585938
317	0.324480835
318	0.3243629761
319	0.3242998657
320	0.3242347412
321	0.3241221313
322	0.3240240173
323	0.3239310913
324	0.3238244019
325	0.3237088623
326	0.3236141968
327	0.3235593262
328	0.3234762268
329	0.3233676758
330	0.3232390747
331	0.3231154175
332	0.3230317993
333	0.3229536133
334	0.3228838501
335	0.3227971802
336	0.3226965637
337	0.3226187134
338	0.3225107422
339	0.3224099731
340	0.3223161926
341	0.3222492065
342	0.3221634521
343	0.3220836487
344	0.3220001221
345	0.3219099121
346	0.3218374634
347	0.3217367554
348	0.3216351318
349	0.3215802002
350	0.3214851074
351	0.321373291
352	0.3213194275
353	0.321219574
354	0.3211032715
355	0.3210550232
356	0.3209407654
357	0.3208557129
358	0.3207617798
359	0.3207123413
360	0.3206115723
361	0.320519989
362	0.3204216614
363	0.3203720703
364	0.3203203735
365	0.3202561951
366	0.3201943359
367	0.3201208801
368	0.3200565491
369	0.3199873657
370	0.3198924561
371	0.3197783203
372	0.3196590271
373	0.319566925
374	0.3194765625
375	0.3194219666
376	0.3193317566
377	0.3192833862
378	0.3192318726
379	0.3191263428
380	0.3190870972
381	0.3189987793
382	0.3189231567
383	0.318871582
384	0.3188219299
385	0.3187633667
386	0.3187057495
387	0.3186488037
388	0.3185837402
389	0.3185067749
390	0.3183736572
391	0.3183340454
392	0.3183185425
393	0.3182018433
394	0.3181507874
395	0.3180905762
396	0.3179863586
397	0.317902832
398	0.3178356934
399	0.3177913818
400	0.317755188
401	0.3176710815
402	0.3175853882
403	0.3175307007
404	0.3174634399
405	0.3173977661
406	0.3173411865
407	0.3172590942
408	0.31718573
409	0.3170932922
410	0.3169815063
411	0.3169284668
412	0.3168734131
413	0.3168351746
414	0.3167653198
415	0.3166972961
416	0.3166727295
417	0.3166220398
418	0.3165806885
419	0.3165350952
420	0.3164436035
421	0.3164012451
422	0.3163267822
423	0.3162340088
424	0.3161564331
425	0.3160881653
426	0.3160409546
427	0.3159716492
428	0.3158771057
429	0.3158160706
430	0.3157424622
431	0.3156842651
432	0.3156289368
433	0.3156087646
434	0.3155396423
435	0.3154528809
436	0.3153979492
437	0.3153517761
438	0.3153123779
439	0.3152872009
440	0.3152213135
441	0.3151750488
442	0.3150879517
443	0.3150426025
444	0.3149584351
445	0.3148776855
446	0.3148415527
447	0.3147774353
448	0.3147401123
449	0.3146590881
450	0.3146224976
451	0.3145838623
452	0.3145085144
453	0.3144468384
454	0.3143728638
455	0.3143023987
456	0.3142493896
457	0.3141771545
458	0.314135498
459	0.3141019287
460	0.3140634155
461	0.3140066223
462	0.3139467163
463	0.3138983154
464	0.313847229
465	0.3137822876
466	0.3137421265
467	0.313611145
468	0.3135492554
469	0.3134974976
470	0.3134521484
471	0.3133982544
472	0.3133753052
473	0.3133097839
474	0.3132521057
475	0.3131925354
476	0.3131504517
477	0.3130953369
478	0.3130436096
479	0.312979248
480	0.3129421997
481	0.3129115601
482	0.312861084
483	0.3127700195
484	0.3127042236
485	0.3126372681
486	0.312551178
487	0.3125099182
488	0.3124541626
489	0.3123931274
490	0.3123571167
491	0.312309967
492	0.3122770386
493	0.3122423401
494	0.3122108154
495	0.3121370239
496	0.3120880127
497	0.3120103149
498	0.3119163513
499	0.3118644714
500	0.3118331299
501	0.3117981567
502	0.3117469177
503	0.3116899719
504	0.3116516724
505	0.3115758667
506	0.3114841919
507	0.3114268799
508	0.3113608398
509	0.3112990112
510	0.3112398071
511	0.3111979065
512	0.3111665344
513	0.3111376953
514	0.3110768738
515	0.3110053711
516	0.3109344482
517	0.3108639832
518	0.3108044128
519	0.3106969604
520	0.3106365967
521	0.31061026
522	0.3105528259
523	0.3104957275
524	0.3104673462
525	0.3104365845
526	0.3103778687
527	0.310282959
528	0.3102345581
529	0.3101860352
530	0.3101725464
531	0.3101084595
532	0.3100480957
533	0.3100223389
534	0.3099716187
535	0.3099298706
536	0.3098585815
537	0.3098085938
538	0.3097293091
539	0.309664032
540	0.3096049194
541	0.3095454102
542	0.309493988
543	0.3094353027
544	0.3093711548
545	0.3093074951
546	0.3092526855
547	0.3092023315
548	0.3091436157
549	0.3090845947
550	0.3090137939
551	0.308982605
552	0.3089540405
553	0.3089093018
554	0.3088417358
555	0.3088063354
556	0.308755249
557	0.3087064514
558	0.3086324768
559	0.3086040955
560	0.3085487061
561	0.3084741821
562	0.3084398499
563	0.3083623352
564	0.3082909546
565	0.308237915
566	0.3081900024
567	0.3081151123
568	0.3080758057
569	0.3080239868
570	0.3079638672
571	0.3079056396
572	0.3078741455
573	0.3078302612
574	0.3078102722
575	0.3078035278
576	0.3077547607
577	0.3077197266
578	0.3076772156
579	0.3076416321
580	0.307588562
581	0.3075283203
582	0.3074819946
583	0.3074187317
584	0.3073544617
585	0.3073175049
586	0.3072576904
587	0.3071812134
588	0.3070986938
589	0.3070587158
590	0.3070167847
591	0.3069481812
592	0.3069100647
593	0.3068624268
594	0.3068346558
595	0.3067785034
596	0.3067231445
597	0.3066834412
598	0.3066386414
599	0.3065837402
600	0.3065232849
601	0.3065112915
602	0.3064786072
603	0.3064202271
604	0.3063934937
605	0.3063275757
606	0.3062895203
607	0.3062418823
608	0.3061876831
609	0.306134491
610	0.3060930786
611	0.3060026245
612	0.3059531555
613	0.3058883362
614	0.3058354797
615	0.3057705688
616	0.3057284851
617	0.3056847534
618	0.3056482239
619	0.3056007385
620	0.3055415955
621	0.305519043
622	0.3054516602
623	0.3054170837
624	0.3053842773
625	0.3053480835
626	0.3052934875
627	0.3052431335
628	0.3051870728
629	0.3051506653
630	0.3051050415
631	0.3050765991
632	0.3050207214
633	0.3049636536
634	0.3049241028
635	0.3048743591
636	0.3048262329
637	0.3047900085
638	0.3047459717
639	0.3046647949
640	0.3045933838
641	0.3045350647
642	0.304494873
643	0.304473999
644	0.3043873291
645	0.304352417
646	0.3043308716
647	0.3042890015
648	0.3042544556
649	0.3042145996
650	0.3041393433
651	0.3040763245
652	0.3040135193
653	0.3039630737
654	0.3038781128
655	0.303828949
656	0.3037628479
657	0.3037540283
658	0.3037212524
659	0.303661438
660	0.3036454773
661	0.3036029358
662	0.3035388184
663	0.3035198059
664	0.3034695435
665	0.3034109497
666	0.3033699341
667	0.3032922974
668	0.3032449341
669	0.3031834106
670	0.303121582
671	0.3030733337
672	0.3030296021
673	0.3029840088
674	0.3029284058
675	0.3028563232
676	0.302807251
677	0.3027716064
678	0.3027294312
679	0.3026901855
680	0.302649292
681	0.3025783081
682	0.3025223389
683	0.3024848022
684	0.3024427185
685	0.3023918152
686	0.3023605652
687	0.3023226013
688	0.3022711487
689	0.3022476807
690	0.3022160339
691	0.3021710205
692	0.302134613
693	0.3020950317
694	0.3020240784
695	0.3019827576
696	0.3019515991
697	0.3019199219
698	0.3018562317
699	0.301848877
700	0.3017810059
701	0.3017228394
702	0.3016865845
703	0.3016425171
704	0.3015748901
705	0.3015188599
706	0.3014410095
707	0.301368042
708	0.3013449707
709	0.301306488
710	0.3012655945
711	0.3012345581
712	0.3011676331
713	0.3011300659
714	0.3011025085
715	0.3010325928
716	0.3009864197
717	0.3009637451
718	0.3009139099
719	0.300878418
720	0.3008331604
721	0.3007798157
722	0.3007545166
723	0.3006700134
724	0.3006542969
725	0.3006260986
726	0.3005889587
727	0.3005470581
728	0.3004974365
729	0.3004321594
730	0.3003979187
731	0.3003571167
732	0.3002839661
733	0.3002251587
734	0.3001832581
735	0.3001311035
736	0.300121582
737	0.3000667114
738	0.3000476074
739	0.3000093994
740	0.2999732666
741	0.2999467773
742	0.2999007568
743	0.2998242493
744	0.2998040161
745	0.2997230225
746	0.299722229
747	0.2997059937
748	0.2996713257
749	0.2996181335
750	0.2995726318
751	0.2995288696
752	0.2994917908
753	0.2994533691
754	0.2993935547
755	0.2993554688
756	0.2993141479
757	0.2992819824
758	0.2992582397
759	0.2992054443
760	0.2991199036
761	0.2990753174
762	0.2990404053
763	0.2989910583
764	0.2989372864
765	0.2988952026
766	0.2988509521
767	0.2988085022
768	0.298763092
769	0.2987353821
770	0.2986608887
771	0.2986019592
772	0.2985629578
773	0.298489624
774	0.2984613953
775	0.2984077148
776	0.2983699341
777	0.298329834
778	0.2982877808
779	0.2982432251
780	0.2982085876
781	0.2981828613
782	0.2981521606
783	0.2981134033
784	0.2980515747
785	0.2980133667
786	0.2979545288
787	0.297906189
788	0.2978374634
789	0.2977865295
790	0.2977556763
791	0.2977023926
792	0.2976461182
793	0.2975947266
794	0.297558136
795	0.2975038452
796	0.2974476929
797	0.2974241638
798	0.2973513489
799	0.2972922058
800	0.2972613831
801	0.2972199707
802	0.2971725769
803	0.2971223755
804	0.2970534668
805	0.2970509644
806	0.2970154419
807	0.2969782715
808	0.296953125
809	0.2969128418
810	0.2968648071
811	0.2968126221
812	0.2967650757
813	0.2967216187
814	0.2966742554
815	0.2966289062
816	0.296590332
817	0.2965253906
818	0.2964971008
819	0.2964361572
820	0.296403717
821	0.296361908
822	0.2963193665
823	0.2962555847
824	0.2962373962
825	0.296204895
826	0.2961501465
827	0.2961188049
828	0.2960731812
829	0.2960289001
830	0.2959833069
831	0.2959498596
832	0.2958903503
833	0.2958637085
834	0.2958258667
835	0.2957958069
836	0.2957404785
837	0.2956981506
838	0.295665863
839	0.2956248779
840	0.2955931702
841	0.2955440369
842	0.2955036621
843	0.2954616089
844	0.2953980103
845	0.2953652039
846	0.295324585
847	0.2952773743
848	0.2952438965
849	0.2952141113
850	0.2951286926
851	0.2950664063
852	0.2949849854
853	0.2949312439
854	0.2948841858
855	0.2948344727
856	0.294800415
857	0.2947658691
858	0.2946964722
859	0.294651886
860	0.2946207886
861	0.2945909729
862	0.2945375977
863	0.2945035706
864	0.2944646301
865	0.2944053345
866	0.2943579712
867	0.2943309326
868	0.2942921753
869	0.2942503052
870	0.2941910706
871	0.2941350098
872	0.2940921631
873	0.294028717
874	0.2939797363
875	0.2939448242
876	0.2939039917
877	0.2938634033
878	0.2938297729
879	0.2937322388
880	0.2936846008
881	0.2936455688
882	0.293602478
883	0.293569519
884	0.293529541
885	0.2935088501
886	0.2934675293
887	0.2934093018
888	0.2933483887
889	0.2933092041
890	0.2932680664
891	0.2932179565
892	0.2931633911
893	0.2931309509
894	0.2930846558
895	0.2930585327
896	0.2929916382
897	0.2929519348
898	0.2929232483
899	0.2928964233
900	0.292870697
901	0.29284552
902	0.2928109741
903	0.2927802124
904	0.2927227173
905	0.2927023315
906	0.2926784363
907	0.29262854
908	0.2926011963
909	0.292572998
910	0.2925172729
911	0.2924716797
912	0.2924389343
913	0.2923910522
914	0.2923585815
915	0.2923372192
916	0.2922965393
917	0.2922596436
918	0.2922111206
919	0.2921648254
920	0.2921136475
921	0.2920863953
922	0.2920556641
923	0.2920246277
924	0.2919838867
925	0.2919380493
926	0.2918823853
927	0.2918445435
928	0.2918121948
929	0.2917409668
930	0.2916999512
931	0.2916633911
932	0.2916168518
933	0.2915765381
934	0.2915541992
935	0.2915073853
936	0.2914569702
937	0.2914382935
938	0.2913660889
939	0.2913514404
940	0.2913101807
941	0.2912518921
942	0.2912165527
943	0.2911580811
944	0.2910980835
945	0.291059967
946	0.2909875488
947	0.2909503784
948	0.2908934326
949	0.2908529663
950	0.2908101807
951	0.2907601318
952	0.2906906128
953	0.2906300354
954	0.2905841064
955	0.2905526428
956	0.2904848022
957	0.2904346313
958	0.2903775024
959	0.2903191528
960	0.290258667
961	0.2902049561
962	0.2901737366
963	0.290144043
964	0.2901103821
965	0.2900696716
966	0.2900284424
967	0.2899836426
968	0.2899587402
969	0.2899173279
970	0.2898956299
971	0.28984552
972	0.2898187256
973	0.2897693787
974	0.2897266846
975	0.2896975708
976	0.2896260986
977	0.2895741882
978	0.2895155334
979	0.2894819031
980	0.2894199829
981	0.2893988342
982	0.2893356628
983	0.289302063
984	0.2892731323
985	0.2892350464
986	0.2891989441
987	0.2891470947
988	0.2891087036
989	0.289018219
990	0.2890038147
991	0.2889726563
992	0.2889434814
993	0.2889078369
994	0.2888501587
995	0.2888194885
996	0.2887792664
997	0.2887462158
998	0.2887023315
999	0.2886495361
